start,email,1462371018
break,break,1462372501
start,pgbouncer,1462373097
break,break,1462374541
start,refactor query fix,1462385801
break,break,1462387261
start,refactor pg_bouncer query,1462387606
break,break,1462389061
lunch,lunch,1462390830
start,deploy version to staging,1462397938
break,break,1462399381
